时间,类型,城市,城市ID,空气质量,空气质量核减,空气质量变化
2017/1/26,1,20,20,40,,
2017/1/26,1,21,21,39,,
2017/1/26,1,22,22,39,,
2017/1/26,1,23,23,90,,
2017/1/26,1,24,24,147,,
2017/1/26,1,25,25,115,,
2017/1/26,1,26,26,228,,
2017/1/26,1,27,27,362,,
2017/1/26,1,28,28,88,,
2017/1/26,1,29,29,103,,
2017/1/26,1,30,30,93,,
2017/1/26,1,31,31,75,,
2017/1/26,1,32,32,56,,
2017/1/26,1,33,33,71,,
2017/1/26,1,34,34,103,,
2017/1/26,1,35,35,106,,
2017/1/26,1,36,36,48,,
2017/1/26,1,37,37,36,,
2017/1/26,1,38,38,97,,
2017/1/26,1,39,39,274,,
2017/1/26,1,40,40,196,,
2017/1/26,1,41,41,107,,
2017/1/26,1,42,42,47,,
2017/1/26,1,43,43,28,,
2017/1/26,1,44,44,45,,
2017/1/26,1,45,45,62,,
2017/1/26,1,46,46,403,,
2017/1/26,1,47,47,377,,
2017/1/26,1,48,48,463,,
2017/1/26,1,49,49,331,,
2017/1/26,1,50,50,191,,
2017/1/27,1,1,1,84,,
2017/1/27,1,2,2,76,,
2017/1/27,1,3,3,196,,
2017/1/27,1,4,4,48,,
2017/1/27,1,5,5,85,,
2017/1/27,1,6,6,66,,
2017/1/27,1,7,7,80,,
2017/1/27,1,8,8,67,,
2017/1/27,1,9,9,30,,
2017/1/27,1,10,10,53,,
2017/1/27,1,11,11,45,,
2017/1/27,1,12,12,44,,
2017/1/27,1,13,13,76,,
2017/1/27,1,14,14,105,,
2017/1/27,1,15,15,138,,
2017/1/27,1,16,16,100,,
2017/1/27,1,17,17,130,,
2017/1/27,1,18,18,72,,
2017/1/27,1,19,19,171,,
2017/1/27,1,20,20,40,,
2017/1/27,1,21,21,46,,
2017/1/27,1,22,22,58,,
2017/1/27,1,23,23,95,,
2017/1/27,1,24,24,84,,
2017/1/27,1,25,25,78,,
2017/1/27,1,26,26,218,,
2017/1/27,1,27,27,193,,
2017/1/27,1,28,28,171,,
2017/1/27,1,29,29,130,,
2017/1/27,1,30,30,136,,
2017/1/27,1,31,31,68,,
2017/1/27,1,32,32,45,,
2017/1/27,1,33,33,57,,
2017/1/27,1,34,34,93,,
2017/1/27,1,35,35,134,,
2017/1/27,1,36,36,48,,
2017/1/27,1,37,37,42,,
2017/1/27,1,38,38,161,,
2017/1/27,1,39,39,250,,
2017/1/27,1,40,40,204,,
2017/1/27,1,41,41,78,,
2017/1/27,1,42,42,43,,
2017/1/27,1,43,43,30,,
2017/1/27,1,44,44,44,,
2017/1/27,1,45,45,63,,
2017/1/27,1,46,46,154,,
2017/1/27,1,47,47,151,,
2017/1/27,1,48,48,491,,
2017/1/27,1,49,49,137,,
2017/1/27,1,50,50,213,,
2017/1/28,1,1,1,367,,
2017/1/28,1,2,2,229,,
2017/1/28,1,3,3,325,,
2017/1/28,1,4,4,82,,
2017/1/28,1,5,5,246,,
2017/1/28,1,6,6,305,,
2017/1/28,1,7,7,276,,
2017/1/28,1,8,8,87,,
2017/1/28,1,9,9,84,,
2017/1/28,1,10,10,100,,
2017/1/28,1,11,11,113,,
2017/1/28,1,12,12,265,,
2017/1/28,1,13,13,62,,
2017/1/28,1,14,14,73,,
2017/1/28,1,15,15,84,,
2017/1/28,1,16,16,68,,
2017/1/28,1,17,17,81,,
2017/1/28,1,18,18,64,,
2017/1/28,1,19,19,162,,
2017/1/28,1,20,20,78,,
2017/1/28,1,21,21,65,,
2017/1/28,1,22,22,112,,
2017/1/28,1,23,23,227,,
2017/1/28,1,24,24,124,,
2017/1/28,1,25,25,37,,
2017/1/28,1,26,26,135,,
2017/1/28,1,27,27,260,,
2017/1/28,1,28,28,194,,
2017/1/28,1,29,29,183,,
2017/1/28,1,30,30,291,,
2017/1/28,1,31,31,115,,
2017/1/28,1,32,32,62,,
2017/1/28,1,33,33,86,,
2017/1/28,1,34,34,175,,
2017/1/28,1,35,35,254,,
2017/1/28,1,36,36,91,,
2017/1/28,1,37,37,44,,
2017/1/28,1,38,38,125,,
2017/1/28,1,39,39,240,,
2017/1/28,1,40,40,204,,
2017/1/28,1,41,41,75,,
2017/1/28,1,42,42,48,,
2017/1/28,1,43,43,30,,
2017/1/28,1,44,44,69,,
2017/1/28,1,45,45,45,,
2017/1/28,1,46,46,207,,
2017/1/28,1,47,47,155,,
2017/1/28,1,48,48,277,,
2017/1/28,1,49,49,189,,
2017/1/28,1,50,50,368,,
2017/1/29,1,1,1,78,,
2017/1/29,1,2,2,118,,
2017/1/29,1,3,3,255,,
2017/1/29,1,4,4,58,,
2017/1/29,1,5,5,104,,
2017/1/29,1,6,6,44,,
2017/1/29,1,7,7,44,,
2017/1/29,1,8,8,69,,
2017/1/29,1,9,9,56,,
2017/1/29,1,10,10,91,,
2017/1/29,1,11,11,137,,
2017/1/29,1,12,12,103,,
2017/1/29,1,13,13,79,,
2017/1/29,1,14,14,78,,
2017/1/29,1,15,15,116,,
2017/1/29,1,16,16,83,,
2017/1/29,1,17,17,100,,
2017/1/29,1,18,18,60,,
2017/1/29,1,19,19,125,,
2017/1/29,1,20,20,53,,
2017/1/29,1,21,21,64,,
2017/1/29,1,22,22,68,,
2017/1/29,1,23,23,141,,
2017/1/29,1,24,24,145,,
2017/1/29,1,25,25,39,,
2017/1/29,1,26,26,207,,
2017/1/29,1,27,27,296,,
2017/1/29,1,28,28,156,,
2017/1/29,1,29,29,140,,
2017/1/29,1,30,30,252,,
2017/1/29,1,31,31,53,,
2017/1/29,1,32,32,49,,
2017/1/29,1,33,33,80,,
2017/1/29,1,34,34,61,,
2017/1/29,1,35,35,94,,
2017/1/29,1,36,36,41,,
2017/1/29,1,37,37,40,,
2017/1/29,1,38,38,53,,
2017/1/29,1,39,39,106,,
2017/1/29,1,40,40,136,,
2017/1/29,1,41,41,62,,
2017/1/29,1,42,42,40,,
2017/1/29,1,43,43,26,,
2017/1/29,1,44,44,72,,
2017/1/29,1,45,45,55,,
2017/1/29,1,46,46,125,,
2017/1/29,1,47,47,102,,
2017/1/29,1,48,48,121,,
2017/1/29,1,49,49,95,,
2017/1/29,1,50,50,258,,
2017/1/30,1,1,1,41,,
2017/1/30,1,2,2,30,,
2017/1/30,1,3,3,59,,
2017/1/30,1,4,4,33,,
2017/1/30,1,5,5,64,,
2017/1/30,1,6,6,45,,
2017/1/30,1,7,7,42,,
2017/1/30,1,8,8,51,,
2017/1/30,1,9,9,28,,
2017/1/30,1,10,10,71,,
2017/1/30,1,11,11,79,,
2017/1/30,1,12,12,72,,
2017/1/30,1,13,13,39,,
2017/1/30,1,14,14,52,,
2017/1/30,1,15,15,71,,
2017/1/30,1,16,16,49,,
2017/1/30,1,17,17,51,,
2017/1/30,1,18,18,43,,
2017/1/30,1,19,19,74,,
2017/1/30,1,20,20,57,,
2017/1/30,1,21,21,42,,
2017/1/30,1,22,22,37,,
2017/1/30,1,23,23,89,,
2017/1/30,1,24,24,63,,
2017/1/30,1,25,25,36,,
2017/1/30,1,26,26,64,,
2017/1/30,1,27,27,78,,
2017/1/30,1,28,28,146,,
2017/1/30,1,29,29,135,,
2017/1/30,1,30,30,165,,
2017/1/30,1,31,31,43,,
2017/1/30,1,32,32,38,,
2017/1/30,1,33,33,61,,
2017/1/30,1,34,34,89,,
2017/1/30,1,35,35,125,,
2017/1/30,1,36,36,27,,
2017/1/30,1,37,37,33,,
2017/1/30,1,38,38,52,,
2017/1/30,1,39,39,104,,
2017/1/30,1,40,40,107,,
2017/1/30,1,41,41,70,,
2017/1/30,1,42,42,45,,
2017/1/30,1,43,43,26,,
2017/1/30,1,44,44,42,,
2017/1/30,1,45,45,52,,
2017/1/30,1,46,46,95,,
2017/1/30,1,47,47,92,,
2017/1/30,1,48,48,128,,
2017/1/30,1,49,49,56,,
2017/1/30,1,50,50,304,,
