时间,类型,城市,城市ID,空气质量,空气质量核减,空气质量变化
1/26/2017,1,12,12,88,,
1/26/2017,1,13,13,74,,
1/26/2017,1,14,14,94,,
1/26/2017,1,15,15,151,,
1/26/2017,1,16,16,98,,
1/26/2017,1,17,17,74,,
1/26/2017,1,18,18,55,,
1/26/2017,1,19,19,123,,
1/26/2017,1,20,20,40,,
1/26/2017,1,21,21,39,,
1/26/2017,1,22,22,39,,
1/26/2017,1,23,23,90,,
1/26/2017,1,24,24,147,,
1/26/2017,1,25,25,115,,
1/26/2017,1,26,26,228,,
1/26/2017,1,27,27,362,,
1/26/2017,1,28,28,88,,
1/26/2017,1,29,29,103,,
1/26/2017,1,30,30,93,,
1/26/2017,1,31,31,75,,
1/26/2017,1,32,32,56,,
1/26/2017,1,33,33,71,,
1/26/2017,1,34,34,103,,
1/26/2017,1,35,35,106,,
1/26/2017,1,36,36,48,,
1/26/2017,1,37,37,36,,
1/26/2017,1,38,38,97,,
1/26/2017,1,39,39,274,,
1/26/2017,1,40,40,196,,
1/26/2017,1,41,41,107,,
1/26/2017,1,42,42,47,,
1/26/2017,1,43,43,28,,
1/26/2017,1,44,44,45,,
1/26/2017,1,45,45,62,,
1/26/2017,1,46,46,403,,
1/26/2017,1,47,47,377,,
1/26/2017,1,48,48,463,,
1/26/2017,1,49,49,331,,
1/26/2017,1,50,50,191,,
1/27/2017,1,1,1,84,,
1/27/2017,1,2,2,76,,
1/27/2017,1,3,3,196,,
1/27/2017,1,4,4,48,,
1/27/2017,1,5,5,85,,
1/27/2017,1,6,6,66,,
1/27/2017,1,7,7,80,,
1/27/2017,1,8,8,67,,
1/27/2017,1,9,9,30,,
1/27/2017,1,10,10,53,,
1/27/2017,1,11,11,45,,
1/27/2017,1,12,12,44,,
1/27/2017,1,13,13,76,,
1/27/2017,1,14,14,105,,
1/27/2017,1,15,15,138,,
1/27/2017,1,16,16,100,,
1/27/2017,1,17,17,130,,
1/27/2017,1,18,18,72,,
1/27/2017,1,19,19,171,,
1/27/2017,1,20,20,40,,
1/27/2017,1,21,21,46,,
1/27/2017,1,22,22,58,,
1/27/2017,1,23,23,95,,
1/27/2017,1,24,24,84,,
1/27/2017,1,25,25,78,,
1/27/2017,1,26,26,218,,
1/27/2017,1,27,27,193,,
1/27/2017,1,28,28,171,,
1/27/2017,1,29,29,130,,
1/27/2017,1,30,30,136,,
1/27/2017,1,31,31,68,,
1/27/2017,1,32,32,45,,
1/27/2017,1,33,33,57,,
1/27/2017,1,34,34,93,,
1/27/2017,1,35,35,134,,
1/27/2017,1,36,36,48,,
1/27/2017,1,37,37,42,,
1/27/2017,1,38,38,161,,
1/27/2017,1,39,39,250,,
1/27/2017,1,40,40,204,,
1/27/2017,1,41,41,78,,
1/27/2017,1,42,42,43,,
1/27/2017,1,43,43,30,,
1/27/2017,1,44,44,44,,
1/27/2017,1,45,45,63,,
1/27/2017,1,46,46,154,,
1/27/2017,1,47,47,151,,
1/27/2017,1,48,48,491,,
1/27/2017,1,49,49,137,,
1/27/2017,1,50,50,213,,
1/28/2017,1,1,1,367,,
1/28/2017,1,2,2,229,,
1/28/2017,1,3,3,325,,
1/28/2017,1,4,4,82,,
1/28/2017,1,5,5,246,,
1/28/2017,1,6,6,305,,
1/28/2017,1,7,7,276,,
1/28/2017,1,8,8,87,,
1/28/2017,1,9,9,84,,
1/28/2017,1,10,10,100,,
1/28/2017,1,11,11,113,,
1/28/2017,1,12,12,265,,
1/28/2017,1,13,13,62,,
1/28/2017,1,14,14,73,,
1/28/2017,1,15,15,84,,
1/28/2017,1,16,16,68,,
1/28/2017,1,17,17,81,,
1/28/2017,1,18,18,64,,
1/28/2017,1,19,19,162,,
1/28/2017,1,20,20,78,,
1/28/2017,1,21,21,65,,
1/28/2017,1,22,22,112,,
1/28/2017,1,23,23,227,,
1/28/2017,1,24,24,124,,
1/28/2017,1,25,25,37,,
1/28/2017,1,26,26,135,,
1/28/2017,1,27,27,260,,
1/28/2017,1,28,28,194,,
1/28/2017,1,29,29,183,,
1/28/2017,1,30,30,291,,
1/28/2017,1,31,31,115,,
1/28/2017,1,32,32,62,,
1/28/2017,1,33,33,86,,
1/28/2017,1,34,34,175,,
1/28/2017,1,35,35,254,,
1/28/2017,1,36,36,91,,
1/28/2017,1,37,37,44,,
1/28/2017,1,38,38,125,,
1/28/2017,1,39,39,240,,
1/28/2017,1,40,40,204,,
1/28/2017,1,41,41,75,,
1/28/2017,1,42,42,48,,
1/28/2017,1,43,43,30,,
1/28/2017,1,44,44,69,,
1/28/2017,1,45,45,45,,
1/28/2017,1,46,46,207,,
1/28/2017,1,47,47,155,,
1/28/2017,1,48,48,277,,
1/28/2017,1,49,49,189,,
1/28/2017,1,50,50,368,,
1/29/2017,1,1,1,78,,
1/29/2017,1,2,2,118,,
1/29/2017,1,3,3,255,,
1/29/2017,1,4,4,58,,
1/29/2017,1,5,5,104,,
1/29/2017,1,6,6,44,,
1/29/2017,1,7,7,44,,
1/29/2017,1,8,8,69,,
1/29/2017,1,9,9,56,,
1/29/2017,1,10,10,91,,
1/29/2017,1,11,11,137,,
1/29/2017,1,12,12,103,,
1/29/2017,1,13,13,79,,
1/29/2017,1,14,14,78,,
1/29/2017,1,15,15,116,,
1/29/2017,1,16,16,83,,
1/29/2017,1,17,17,100,,
1/29/2017,1,18,18,60,,
1/29/2017,1,19,19,125,,
1/29/2017,1,20,20,53,,
1/29/2017,1,21,21,64,,
1/29/2017,1,22,22,68,,
1/29/2017,1,23,23,141,,
1/29/2017,1,24,24,145,,
1/29/2017,1,25,25,39,,
1/29/2017,1,26,26,207,,
1/29/2017,1,27,27,296,,
1/29/2017,1,28,28,156,,
1/29/2017,1,29,29,140,,
1/29/2017,1,30,30,252,,
1/29/2017,1,31,31,53,,
1/29/2017,1,32,32,49,,
1/29/2017,1,33,33,80,,
1/29/2017,1,34,34,61,,
1/29/2017,1,35,35,94,,
1/29/2017,1,36,36,41,,
1/29/2017,1,37,37,40,,
1/29/2017,1,38,38,53,,
1/29/2017,1,39,39,106,,
1/29/2017,1,40,40,136,,
1/29/2017,1,41,41,62,,
1/29/2017,1,42,42,40,,
1/29/2017,1,43,43,26,,
1/29/2017,1,44,44,72,,
1/29/2017,1,45,45,55,,
1/29/2017,1,46,46,125,,
1/29/2017,1,47,47,102,,
1/29/2017,1,48,48,121,,
1/29/2017,1,49,49,95,,
1/29/2017,1,50,50,258,,
1/30/2017,1,1,1,41,,
1/30/2017,1,2,2,30,,
1/30/2017,1,3,3,59,,
1/30/2017,1,4,4,33,,
1/30/2017,1,5,5,64,,
1/30/2017,1,6,6,45,,
1/30/2017,1,7,7,42,,
1/30/2017,1,8,8,51,,
1/30/2017,1,9,9,28,,
1/30/2017,1,10,10,71,,
1/30/2017,1,11,11,79,,
1/30/2017,1,12,12,72,,
1/30/2017,1,13,13,39,,
1/30/2017,1,14,14,52,,
1/30/2017,1,15,15,71,,
1/30/2017,1,16,16,49,,
1/30/2017,1,17,17,51,,
1/30/2017,1,18,18,43,,
1/30/2017,1,19,19,74,,
1/30/2017,1,20,20,57,,
1/30/2017,1,21,21,42,,
1/30/2017,1,22,22,37,,
1/30/2017,1,23,23,89,,
1/30/2017,1,24,24,63,,
1/30/2017,1,25,25,36,,
1/30/2017,1,26,26,64,,
1/30/2017,1,27,27,78,,
1/30/2017,1,28,28,146,,
1/30/2017,1,29,29,135,,
1/30/2017,1,30,30,165,,
1/30/2017,1,31,31,43,,
1/30/2017,1,32,32,38,,
1/30/2017,1,33,33,61,,
1/30/2017,1,34,34,89,,
1/30/2017,1,35,35,125,,
1/30/2017,1,36,36,27,,
1/30/2017,1,37,37,33,,
1/30/2017,1,38,38,52,,
1/30/2017,1,39,39,104,,
1/30/2017,1,40,40,107,,
1/30/2017,1,41,41,70,,
1/30/2017,1,42,42,45,,
1/30/2017,1,43,43,26,,
1/30/2017,1,44,44,42,,
1/30/2017,1,45,45,52,,
1/30/2017,1,46,46,95,,
1/30/2017,1,47,47,92,,
1/30/2017,1,48,48,128,,
1/30/2017,1,49,49,56,,
1/30/2017,1,50,50,304,,
